date,site,Sector,Band,traffic_gb,PRB,availability,Lat,Lon
5/25/2025,BARITOTIGA_GH,3,L18,175.9,56.05,100,106.56297,-6.14764
5/25/2025,BARITOTIGA_GH,1,L9,39.83,39.19,100,106.56297,-6.14764
5/25/2025,BARITOTIGA_GH,2,L9,63.79,51.3,100,106.56297,-6.14764
5/25/2025,BARITOTIGA_GH,3,L9,49.2,44.23,100,106.56297,-6.14764
5/25/2025,BARITOTIGA_GH,1,L21,119.39,49.69,100,106.56297,-6.14764
5/25/2025,BARITOTIGA_GH,2,L21,113.3,51.04,100,106.56297,-6.14764
5/25/2025,BARITOTIGA_GH,3,L21,195.46,60.37,100,106.56297,-6.14764
5/25/2025,KETOSLELES_MT,1,L18,209.46,80.21,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,2,L18,158.97,57.17,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,3,L18,70.06,29.04,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,1,L9,81.76,55.15,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,2,L9,79.93,47.36,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,3,L9,15.29,18.21,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,1,L21,166.55,78.96,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,2,L21,105.84,47.63,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,3,L21,40.99,23.99,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,1,L18,167.91,73.96,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,2,L18,69.03,42.63,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,3,L18,17.26,16.58,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,1,L21,204.76,75.14,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,2,L21,71.38,40.24,100,106.5391,-6.15386
5/25/2025,KETOSLELES_MT,3,L21,31.51,19.92,100,106.5391,-6.15386
5/25/2025,GREEN_APPLE_MT,1,L18,130.14,65.03,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L18,85.93,27.56,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,3,L18,88.41,55.8,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,1,L9,88.38,65.38,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L9,59.86,35.2,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,3,L9,27.89,21.84,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,1,L21,130.11,63.05,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L21,71.08,26.8,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,3,L21,81.25,52.05,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,1,L18,44.52,48.99,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L18,10.86,13.25,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,3,L18,64.83,46.75,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,1,L21,110.02,52.6,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L21,11.24,15.65,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,3,L21,72.62,39.11,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L18,110.43,65.06,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L21,77.49,51.23,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L18,112.31,58.12,100,106.53481,-6.13441
5/25/2025,GREEN_APPLE_MT,2,L21,123.5,54.67,100,106.53481,-6.13441
5/25/2025,LAMPORAN_MT,1,L18,221.85,48.52,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,2,L18,270.74,77.42,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L18,241.62,78.65,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,1,L9,10.87,12.04,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,2,L9,106.98,65.2,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L9,135.83,78.81,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,1,L21,127.04,39.18,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,2,L21,172.21,65.17,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L21,183.2,74.23,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,1,L18,20.05,18.46,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,2,L18,160.13,63.05,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L18,227.56,76.5,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,1,L21,26.66,19.41,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,2,L21,145.35,53.76,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L21,108.29,65.5,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L18,201.29,62.97,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L21,133.43,55.18,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L18,52.39,39.1,100,106.55241,-6.15167
5/25/2025,LAMPORAN_MT,3,L21,55.19,37.48,100,106.55241,-6.15167
5/25/2025,SINDANG_PANON2_CM,1,L18,90.56,45.02,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,2,L18,53.27,17.75,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,3,L18,183.31,61.14,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,1,L9,11,17.41,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,2,L9,73.03,57.43,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,3,L9,26.6,24.24,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,1,L21,75.21,36.66,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,2,L21,53.01,16.35,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,3,L21,165.66,63.03,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,1,L18,36.74,33.23,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,2,L18,11.31,14.06,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,3,L18,54.29,43.69,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,1,L21,37.92,27.76,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,2,L21,2.09,7.52,100,106.5222,-6.14614
5/25/2025,SINDANG_PANON2_CM,3,L21,102.88,52.38,100,106.5222,-6.14614
5/25/2025,JLRAJEG_TENLAM_ST,1,L18,194.78,80.48,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,2,L18,35.39,17.35,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L18,95.27,30.93,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L9,1,5.43,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,2,L9,1.07,5.59,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L9,14.4,12.92,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L21,112.58,66,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,2,L21,31.91,17.4,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L21,70.25,26.76,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L18,70.99,56.98,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,2,L18,7.11,11.22,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L18,4.59,10.8,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L21,130.7,67.1,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,2,L21,8.09,11.31,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L21,58.65,25.16,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L18,71.75,31.85,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L21,69.29,30.85,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L18,64.89,20.61,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L21,13.89,9.95,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L18,23.5,19.13,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,3,L21,61.63,30.88,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L18,5.18,9.27,100,106.53213,-6.15563
5/25/2025,JLRAJEG_TENLAM_ST,1,L21,5.87,8.73,100,106.53213,-6.15563
5/25/2025,GRIYASKTANI_TB,1,L18,251.26,67.7,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,2,L18,200.7,78.29,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,3,L18,196.79,59.7,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,1,L21,195.69,61.5,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,2,L21,168.94,75.77,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,3,L21,198.36,54.98,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,1,L18,87.43,49.3,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,2,L18,125.08,68.16,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,3,L18,47.01,41.71,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,1,L18,155.15,62.91,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,2,L18,167.71,55.99,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,3,L18,140.48,48.9,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,1,L21,169.78,65.98,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,2,L21,134.46,54.63,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,3,L21,122.06,43.39,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,1,L18,71.75,54.44,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,2,L18,51.75,40.35,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,3,L18,53.43,32.44,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,1,L9,61.42,45.04,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,2,L9,69.36,66,100,106.5329,-6.12838
5/25/2025,GRIYASKTANI_TB,3,L9,31.34,30.18,100,106.5329,-6.12838
5/25/2025,VILLAPERMATA_PL,1,L18,73.33,34.66,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L18,112.68,42.74,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L18,162.34,53.91,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,1,L21,55.17,31.07,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L21,87.59,38.35,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L21,123.7,50.17,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,1,L18,17.64,19.71,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L18,23.03,25.41,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L18,41.83,33.79,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,1,L21,29.65,22.7,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L21,32.72,26.76,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L21,77.8,36.87,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,1,L18,107.69,45.41,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L18,73.8,29.37,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L18,101.66,43.03,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,1,L21,115.9,44.45,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L21,55.11,25.57,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L21,103.76,42.25,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,1,L18,25.64,27.24,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L18,8.78,13.54,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L18,26.73,26.9,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,1,L21,37.6,25.77,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,2,L21,17.46,16.25,100,106.53221,-6.13846
5/25/2025,VILLAPERMATA_PL,3,L21,37.08,25.91,100,106.53221,-6.13846
5/26/2025,RAYA_RAJEG_PL,1,L18,199.27,59.02,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,2,L18,186.55,71.52,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,3,L18,64.92,26.34,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,1,L9,24.14,18.66,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,2,L9,44.8,29.91,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,3,L9,20.39,19.5,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,1,L21,186.06,61.99,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,2,L21,192.85,72.43,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,3,L21,33.4,19.34,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,1,L18,88.08,51.24,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,2,L18,123.26,64.25,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,3,L18,12.1,14.87,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,1,L18,225.03,68.09,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,2,L18,118.67,40.01,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,1,L21,187.29,64.99,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,2,L21,92.79,40.36,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,1,L18,69.95,50.85,100,106.53101,-6.15176
5/26/2025,RAYA_RAJEG_PL,2,L18,25.03,25.53,100,106.53101,-6.15176
5/26/2025,TAMANWALET_JK,1,L18,107.4,35.5,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,2,L18,137.93,57.15,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,3,L18,47.88,15.4,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L21,68.34,27.55,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,2,L21,111.77,45.01,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,3,L21,26.66,13.19,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L9,50.77,29.35,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,2,L9,41.2,35.5,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,3,L9,13.45,13.07,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L18,28.13,18.2,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,2,L18,39.14,39.35,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,3,L18,1.29,6.69,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L21,32.26,19.69,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,2,L21,97.35,42.91,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,3,L21,18.58,13.98,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L18,165.42,67.48,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L21,184.68,64.46,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L18,115.88,58.7,100,106.53127,-6.14207
5/26/2025,TAMANWALET_JK,1,L21,133.67,55.82,100,106.53127,-6.14207
5/26/2025,PANGADEGAN_TGN_TGN1_EP,1,L18,99.63,38.48,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,2,L18,116.91,64.88,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,3,L18,75.88,40.86,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,1,L9,51.32,41.17,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,2,L9,68.53,49.99,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,3,L9,27.18,28.08,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,1,L21,53.91,32.16,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,2,L21,122.14,63.22,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,3,L21,68.42,42.28,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,1,L18,46.69,44.35,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,2,L18,73.93,54.43,100,106.55653,-6.14685
5/26/2025,PANGADEGAN_TGN_TGN1_EP,3,L18,31.57,30.98,100,106.55653,-6.14685
5/26/2025,ESTEORAJEG_GT,1,L18,151.95,45.54,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L18,159.89,58.09,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,3,L18,139.96,42.36,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L21,114.15,41.53,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L21,147.4,54.58,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,3,L21,120.77,39.92,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L9,73.97,38.35,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L9,86.85,50.44,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,3,L9,45.66,24.97,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L18,29.48,24.38,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L18,54.58,39.9,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,3,L18,33.36,24.34,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L21,38.26,23.97,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L21,95.61,45.31,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,3,L21,49.99,25.54,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L18,147.84,49.64,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L18,199.97,58.87,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L21,131.51,47.49,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L21,141.11,53.71,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L18,46.9,34.72,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L18,56.78,38.88,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,1,L21,72.32,36.45,100,106.53333,-6.12031
5/26/2025,ESTEORAJEG_GT,2,L21,87.04,40.41,100,106.53333,-6.12031
5/26/2025,BARITOTIGA_GH,1,L18,149.62,42.75,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,2,L18,128.52,40.2,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,3,L18,153.29,47.53,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,1,L9,41.62,36.26,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,2,L9,48.18,40.43,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,3,L9,38.31,33.03,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,1,L21,107.8,41.91,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,2,L21,105.81,40.65,100,106.56297,-6.14764
5/26/2025,BARITOTIGA_GH,3,L21,158.9,51.08,100,106.56297,-6.14764
5/26/2025,KETOSLELES_MT,1,L18,163.04,66.55,100,106.5391,-6.15386
